#   1 NUMBER                 Running object number                                     
#   2 X_IMAGE                Object position along x                                    [pixel]
#   3 Y_IMAGE                Object position along y                                    [pixel]
#   4 ALPHA_J2000            Right ascension of barycenter (J2000)                      [deg]
#   5 DELTA_J2000            Declination of barycenter (J2000)                          [deg]
#   6 MAG_AUTO               Kron-like elliptical aperture magnitude                    [mag]
#   7 MAGERR_AUTO            RMS error for AUTO magnitude                               [mag]
#   8 A_IMAGE                Profile RMS along major axis                               [pixel]
#   9 B_IMAGE                Profile RMS along minor axis                               [pixel]
#  10 THETA_IMAGE            Position angle (CCW/x)                                     [deg]
#  11 FWHM_IMAGE             FWHM assuming a gaussian core                              [pixel]
#  12 ELLIPTICITY            1 - B_IMAGE/A_IMAGE                                       
#  13 FLAGS                  Extraction flags                                          
#  14 CLASS_STAR             S/G classifier output                                     
#  15 CXX_IMAGE              Cxx object ellipse parameter                               [pixel**(-2)]
#  16 CYY_IMAGE              Cyy object ellipse parameter                               [pixel**(-2)]
#  17 CXY_IMAGE              Cxy object ellipse parameter                               [pixel**(-2)]
#  18 KRON_RADIUS            Kron apertures in units of A or B                         
#  19 MAG_APER               Fixed aperture magnitude vector                            [mag]
#  24 MAGERR_APER            RMS error vector for fixed aperture mag.                   [mag]
#  29 MAG_ISO                Isophotal magnitude                                        [mag]
#  30 MAGERR_ISO             RMS error for isophotal magnitude                          [mag]
#  31 MAG_ISOCOR             Corrected isophotal magnitude                              [mag]
#  32 MAGERR_ISOCOR          RMS error for corrected isophotal magnitude                [mag]
         1    564.826    566.165 157.5022588 -35.3253083  11.9924   0.0000    37.525    30.585   4.6   203.39    0.185   2  0.03 7.1249023e-04 1.0667165e-03 -5.7533314e-05  3.30  16.9417  16.6235  16.4927  15.5896  15.1634   0.0003   0.0002   0.0002   0.0001   0.0001  11.9400   0.0001  11.9343   0.0001
         2     99.947    212.731 157.5278564 -35.3291033  16.3542   0.0003     3.798     3.168  69.2     4.40    0.166   0  0.87 9.5842078e-02 7.3147185e-02 -2.0118196e-02  3.30  16.8909  16.7650  16.7293  16.5809  16.5163   0.0003   0.0002   0.0002   0.0002   0.0002  16.3079   0.0004  16.3027   0.0004
         3    456.648   1019.196 157.4991849 -35.3097287  15.8027   0.0005    17.841     5.328  -5.9    58.53    0.701  26  0.03 3.4803548e-03 3.4884911e-02 6.5567563e-03  6.06  20.6516  20.3556  20.2183  19.3492  19.0254   0.0022   0.0020   0.0019   0.0013   0.0011  16.3682   0.0004  16.3607   0.0005
         4     19.723   1009.944 157.5177891 -35.3033649  18.2116   0.0025     6.785     4.088 -11.4    31.61    0.397  26  0.09 2.3211006e-02 5.8340419e-02 1.4761639e-02  6.55  20.7798  20.4568  20.3701  20.0606  19.9316   0.0025   0.0021   0.0021   0.0023   0.0025  18.2522   0.0020  18.2133   0.0023
         5    585.381    954.681 157.4948369 -35.3136713  16.9475   0.0017     6.409     4.180  67.1     6.24    0.348  18  0.03 5.2269075e-02 2.9316034e-02 -2.3559291e-02 11.23  21.3877  21.1551  21.0621  20.4201  20.1232   0.0040   0.0037   0.0036   0.0031   0.0029  19.2746   0.0037  19.2110   0.0047
         6   1006.785    942.548 157.4772446 -35.3204534  16.0435   0.0010    18.853    14.247 -82.6    98.39    0.244  24  0.00 4.8915166e-03 2.8487276e-03 5.4074882e-04  6.34  22.1634  21.8158  21.6663  20.6711  20.1904   0.0075   0.0064   0.0060   0.0038   0.0031  16.6714   0.0010  16.6266   0.0012
         7    722.066    870.198 157.4904895 -35.3183489  18.1223   0.0024     9.877     4.948 -88.9    17.75    0.499   2  0.03 4.0836252e-02 1.0261470e-02 1.1838854e-03  3.89  20.0744  19.8795  19.8007  19.3548  19.1661   0.0015   0.0014   0.0014   0.0013   0.0013  18.2034   0.0021  18.1506   0.0026
         8    595.109    803.385 157.4969780 -35.3184728  16.6259   0.0003     3.220     2.878  87.9     3.64    0.106   0  0.98 1.2069219e-01 9.6459761e-02 -1.7423400e-03  3.30  17.0536  16.9574  16.9343  16.7977  16.7437   0.0003   0.0003   0.0003   0.0003   0.0003  16.5755   0.0004  16.5705   0.0005
         9    477.450   1020.001 157.4982929 -35.3100204  16.9369   0.0006     5.961     1.443 -23.3    10.39    0.758  26  0.13 9.8915271e-02 4.0963945e-01 3.2863733e-01  7.98  19.8037  19.6525  19.5726  19.1609  18.9074   0.0012   0.0012   0.0012   0.0011   0.0010  16.1657   0.0004  16.1582   0.0004
        10     24.685    618.875 157.5241789 -35.3154674  16.4905   0.0003     3.297     2.992  81.3     3.40    0.092  10  0.92 1.1122213e-01 9.2438996e-02 -5.8638807e-03  3.30  16.9825  16.8657  16.8386  16.6869  16.6243   0.0003   0.0003   0.0003   0.0002   0.0002  16.3830   0.0004  16.3768   0.0005
        11    247.155    509.745 157.5166265 -35.3222097  18.1516   0.0035     5.304     4.711 -43.5     3.38    0.112   2  0.03 4.0055152e-02 4.0551946e-02 9.4926227e-03  8.03  20.7092  20.5185  20.4422  19.9843  19.7932   0.0023   0.0022   0.0022   0.0022   0.0022  19.0357   0.0031  18.9853   0.0038
        12    446.539    451.289 157.5091927 -35.3270417  17.4037   0.0006     4.105     2.812 -52.6     3.04    0.315   2  0.98 1.0170474e-01 8.4127791e-02 6.4775586e-02  3.30  17.7867  17.7182  17.6991  17.5884  17.5479   0.0004   0.0004   0.0004   0.0004   0.0004  17.3606   0.0008  17.3515   0.0008
        13    976.809    696.490 157.4826599 -35.3275662  18.8417   0.0049     8.464     4.101 -64.0     3.77    0.515   2  0.03 5.0689936e-02 2.2719843e-02 3.5880335e-02  4.99  21.5430  21.3352  21.2561  20.6622  20.3759   0.0045   0.0043   0.0042   0.0038   0.0036  18.9526   0.0033  18.8790   0.0043
        14    107.366    276.467 157.5264672 -35.3272562  19.0519   0.0033     5.313     3.599 -88.8     4.46    0.323   0  0.03 7.7171236e-02 3.5446774e-02 1.7865377e-03  3.68  20.9028  20.6776  20.5922  20.0011  19.7717   0.0027   0.0025   0.0025   0.0022   0.0022  19.0827   0.0029  19.0440   0.0034
